malformed	clean_target	relation_count	target_exists
7 rings	7 rings	0	True
7 rings (remix)	7 rings (remix)	0	True
à vos quinze ans	à vos quinze ans	0	True
i cain’t say no	i cain’t say no	0	True
i could write a book	i could write a book	0	True
i enjoy being a girl	i enjoy being a girl	0	True
i married an angel	i married an angel	0	True
i must love you	i must love you	0	True
i whistle a happy tune	i whistle a happy tune	0	True
2 hillcrest	2 hillcrest	0	True
8 men 5 camels	8 men 5 camels	0	True
i am malala	i am malala	0	True
i tried not to...	i tried not to...	0	True
i wouldn’t say no	i wouldn’t say no	0	True
3 pièces pour grand orgue	3 pièces pour grand orgue	0	True
6 duos, fwv 89	6 duos, fwv 89	0	True
4 schubert songs op. 8	4 schubert songs op. 8	0	True
o lord most holy	o lord most holy	0	True
6 chansons	6 chansons	0	True
i am speed	i am speed	0	True
i crashed your plane, brotha	i crashed your plane, brotha	0	True
i don’t know jack	i don’t know jack	0	True
i gotta beam me	i gotta beam me	0	True
i hate my life	i hate my life	0	True
i hear dead people	i hear dead people	0	True
i see frozen people	i see frozen people	0	True
6 fughetten, op. 1	6 fughetten, op. 1	0	True
6 lieder, op. 15	6 lieder, op. 15	0	True
6 pieces, op. 10a	6 pieces, op. 10a	0	True
3 duets, op. 31	3 duets, op. 31	0	True
4 lieder, op. 41	4 lieder, op. 41	0	True
5 deutsche lieder, op. 25	5 deutsche lieder, op. 25	0	True
6 lieder, op. 30	6 lieder, op. 30	0	True
6 lieder, op. 47	6 lieder, op. 47	0	True
6 lieder, op. 66	6 lieder, op. 66	0	True
6 lieder, op. 80	6 lieder, op. 80	0	True
6 partsongs, op. 68	6 partsongs, op. 68	0	True
6 sonates progressives, op. 10	6 sonates progressives, op. 10	0	True
8 pieces, op. 60	8 pieces, op. 60	0	True
8 volkslieder, op. 64	8 volkslieder, op. 64	0	True
o lachrymae, lwv 26	o lachrymae, lwv 26	0	True
o sapientia	o sapientia	0	True
2 duos, op. 2	2 duos, op. 2	0	True
à colombine	à colombine	0	True
o der großen wundertaten	o der großen wundertaten	0	True
o dolcezze amarissime, swv 2	o dolcezze amarissime, swv 2	0	True
o herr, hilf, swv 297	o herr, hilf, swv 297	0	True
o hilf, christe, swv 295	o hilf, christe, swv 295	0	True
o misericordissime jesu swv 309	o misericordissime jesu swv 309	0	True
o primavera, swv 1	o primavera, swv 1	0	True
4 × 4	4 × 4	0	True
4 billion years of evolution	4 billion years of evolution	0	True
cruisin'	cruisin	0	False
deep divin'	deep divin	0	False
i am annie	i am annie	0	True
i am beowulf	i am beowulf	0	True
i can’t risk this	i can’t risk this	0	True
i don't wanna die	i don't wanna die	0	True
i figured it out	i figured it out	0	True
i got a ride	i got a ride	0	True
i have to help him	i have to help him	0	True
i need you frank	i need you frank	0	True
i never thanked you	i never thanked you	0	True
i opened the door	i opened the door	0	True
i promise	i promise	0	True
i ran and ran	i ran and ran	0	True
i really love her	i really love her	0	True
i tried	i tried	0	True
i want celeste to burn	i want celeste to burn	0	True
i will always dance	i will always dance	0	True
i wonder where everybody is	i wonder where everybody is	0	True
5 sonatinas, ms 85	5 sonatinas, ms 85	0	True
è pur amabile, ms 53	è pur amabile, ms 53	0	True
i palpiti, op. 13	i palpiti, op. 13	0	True
2 choros bis, w227	2 choros bis, w227	0	True
o papagaio do moleque, w302	o papagaio do moleque, w302	0	True
o salutaris hostia, w101	o salutaris hostia, w101	0	True
big 'o'	big 'o	0	False
diggin'	diggin	0	True
g troop to the rescue	g troop to the rescue	0	True
i am that i am	i am that i am	0	True
i know anna is good	i know anna is good	0	True
5 weeks	5 weeks	0	True
7 months after launch	7 months after launch	0	True
i remember sky	i remember sky	0	True
c minor triplets	c minor triplets	0	True
i just wish	i just wish	0	True
i wanna talk to you	i wanna talk to you	0	True
i am the future	i am the future	0	True
v mlhách	v mlhách	0	True
i believe	i believe	0	True
i get good vibes	i get good vibes	0	True
i love art	i love art	0	True
i see you now	i see you now	0	True
l - la thing	l - la thing	0	True
i am concerned	i am concerned	0	True
i have no home	i have no home	0	True
i love the world	i love the world	0	True
i write your name	i write your name	0	True
i hear the water dreaming	i hear the water dreaming	0	True
i just sing	i just sing	0	True
o lamm gottes unschuldig	o lamm gottes unschuldig	0	True
3 songs, op. 2	3 songs, op. 2	0	True
3 songs, op. 45	3 songs, op. 45	0	True
2 choruses, op. 8	2 choruses, op. 8	0	True
2 pieces, op. 42	2 pieces, op. 42	0	True
2 songs, op. 18	2 songs, op. 18	0	True
i shame at mine unworthiness	i shame at mine unworthiness	0	True
i laid me down	i laid me down	0	True
i will give laud	i will give laud	0	True
o admirabile commercium, t 125	o admirabile commercium, t 125	0	True
o domine adjuva me	o domine adjuva me	0	True
o gloriosa domina, t 109	o gloriosa domina, t 109	0	True
o god whom our offences	o god whom our offences	0	True
o lord, rebuke me not	o lord, rebuke me not	0	True
o lord, within thy tabernacle	o lord, within thy tabernacle	0	True
o magnum mysterium, t 126	o magnum mysterium, t 126	0	True
o quam gloriosum	o quam gloriosum	0	True
o quam gloriosum est regnum	o quam gloriosum est regnum	0	True
o quam suavis, t 136	o quam suavis, t 136	0	True
o rex gloriae, t 148	o rex gloriae, t 148	0	True
o sacrum convivium, t 94	o sacrum convivium, t 94	0	True
o salutaris hostia, t 93	o salutaris hostia, t 93	0	True
o salutaris hostia, t 184	o salutaris hostia, t 184	0	True
o cessate di piagarmi	o cessate di piagarmi	0	True
7 arie con tromba sola	7 arie con tromba sola	0	True
o morte	o morte	0	True
à bout de souffle	à bout de souffle	0	True
3 czech dances, h 154	3 czech dances, h 154	0	True
3 sketches, h 160	3 sketches, h 160	0	True
8 préludes, h 181	8 préludes, h 181	0	True
7 études rhythmiques, h. 202	7 études rhythmiques, h. 202	0	True
z pohádek andersenových, h. 42	z pohádek andersenových, h. 42	0	True
6 lieder für eine frauenstimme	6 lieder für eine frauenstimme	0	True
i am the business	i am the business	0	True
i can’t take it anymore	i can’t take it anymore	0	True
i dreamt music	i dreamt music	0	True
i hear you now	i hear you now	0	True
ωδή α'	ωδή α	0	False
i want to live	i want to live	0	True
à l’ombre	à l’ombre	0	True
i due fiumi	i due fiumi	0	True
i giorni	i giorni	0	True
η αγάπη είναι φωτιά	η αγάπη είναι φωτιά	0	True
η αγράμπελη	η αγράμπελη	0	True
η αδερφή μας η αθήνα	η αδερφή μας η αθήνα	0	True
η άνοιξη	η άνοιξη	0	True
η αρκούδα	η αρκούδα	0	True
η βροχή	η βροχή	0	True
η ελπίδα που έλεγες	η ελπίδα που έλεγες	0	True
η επιστολή	η επιστολή	0	True
η κάθοδος των δωριέων	η κάθοδος των δωριέων	0	True
η καλόγρια η τσιγγάνα	η καλόγρια η τσιγγάνα	0	True
η λυπημένη	η λυπημένη	0	True
η μάγια	η μάγια	0	True
η μαργαρίτα	η μαργαρίτα	0	True
η μαργαρίτα η μαργαρώ	η μαργαρίτα η μαργαρώ	0	True
η μπαλάντα του αντρίκου	η μπαλάντα του αντρίκου	0	True
η νήσος των αζορών	η νήσος των αζορών	0	True
η νύχτα μας εχώρισεν	η νύχτα μας εχώρισεν	0	True
η ξανθούλα	η ξανθούλα	0	True
η παντέρμη	η παντέρμη	0	True
η πομπή	η πομπή	0	True
η πομπή συνεχίζεται	η πομπή συνεχίζεται	0	True
η πόρτα μου ανοιχτή	η πόρτα μου ανοιχτή	0	True
η πόρτα μου είναι ανοιχτή	η πόρτα μου είναι ανοιχτή	0	True
η ρομβία	η ρομβία	0	True
ο αγέρας λέει μια προσευχή	ο αγέρας λέει μια προσευχή	0	True
ο αδελφός τον αδελφό	ο αδελφός τον αδελφό	0	True
ο άνεμος γέννησε τη νύχτα	ο άνεμος γέννησε τη νύχτα	0	True
ο αντώνης	ο αντώνης	0	True
ο δικαστής	ο δικαστής	0	True
ο δραπέτης	ο δραπέτης	0	True
ο έρωτας	ο έρωτας	0	True
ο εχθρός λαός	ο εχθρός λαός	0	True
ο ήλιος κοίταξε τη γη	ο ήλιος κοίταξε τη γη	0	True
ο ίσκιος έπεσε βαρύς	ο ίσκιος έπεσε βαρύς	0	True
ο καβαλάρης τ' ουρανού	ο καβαλάρης τ' ουρανού	0	True
ο κήπος έμπαινε στη θάλασσα	ο κήπος έμπαινε στη θάλασσα	0	True
ο κολίγος	ο κολίγος	0	True
ο λεβέντης (λεβέντης εροβόλαγε)	ο λεβέντης (λεβέντης εροβόλαγε)	0	True
ο λόγος ο στερνός	ο λόγος ο στερνός	0	True
ο μιμής ο τσιγγάνος	ο μιμής ο τσιγγάνος	0	True
ο μπελογιάννης	ο μπελογιάννης	0	True
ο προδότης	ο προδότης	0	True
ο ταμένος	ο ταμένος	0	True
ο ύπνος σε τύλιξε	ο ύπνος σε τύλιξε	0	True
ο χάρος νυχτοπερπατάει	ο χάρος νυχτοπερπατάει	0	True
ο χασαποσέρβικος	ο χασαποσέρβικος	0	True
ο χορός του ρίκο	ο χορός του ρίκο	0	True
ο χορός των χαρταετών	ο χορός των χαρταετών	0	True
ο χρόνος παραμορφώθηκε	ο χρόνος παραμορφώθηκε	0	True
ο ήλιος κι χρόνος	ο ήλιος κι χρόνος	0	True
4 songs, op. 12	4 songs, op. 12	0	True
5 canons, op. 16	5 canons, op. 16	0	True
3 traditional rhymes, op. 17	3 traditional rhymes, op. 17	0	True
3 songs, op. 18	3 songs, op. 18	0	True
2 songs, op. 8	2 songs, op. 8	0	True
2 songs, op. 19	2 songs, op. 19	0	True
3 poems	3 poems	0	True
4 songs, op. 13	4 songs, op. 13	0	True
5 sacred songs, op. 15	5 sacred songs, op. 15	0	True
6 songs, op. 14	6 songs, op. 14	0	True
5 novelettes, op. 15	5 novelettes, op. 15	0	True
6 mélodies, op. 60	6 mélodies, op. 60	0	True
2 mélodies, op. 27	2 mélodies, op. 27	0	True
2 preludes, op. 85	2 preludes, op. 85	0	True
5 romances, op. 4	5 romances, op. 4	0	True
o sacramentum pietatis, h. 274	o sacramentum pietatis, h. 274	0	True
o salutaris hostia, h. 248	o salutaris hostia, h. 248	0	True
o salutaris hostia, h. 249	o salutaris hostia, h. 249	0	True
5 pezzi facili	5 pezzi facili	0	True
e poi	e poi	0	True
i clowns	i clowns	0	True
i gemelli allo specchio	i gemelli allo specchio	0	True
i love my baby	i love my baby	0	True
i tre a letto	i tre a letto	0	True
i vitelloni	i vitelloni	0	True
o happy dagger	o happy dagger	0	True
o venezia, venaga, venusia	o venezia, venaga, venusia	0	True
o venise, venaga, venus	o venise, venaga, venus	0	True
e così sia	e così sia	0	True
4 songs, h. 14	4 songs, h. 14	0	True
o spiritual pilgrim	o spiritual pilgrim	0	True
2 motets, op. 43	2 motets, op. 43	0	True
3 short part-songs, h. 13	3 short part-songs, h. 13	0	True
4 choruses, op. 34	4 choruses, op. 34	0	True
6 songs, op. 15	6 songs, op. 15	0	True
i like myself	i like myself	0	True
2 little serenades	2 little serenades	0	True
i said good mornin’	i said good mornin’	0	True
4 am	4 am	0	True
driftin'	driftin	0	False
o pesadelo dos autores	o pesadelo dos autores	0	True
6 danzas españolas, op. 37	6 danzas españolas, op. 37	0	True
6 pequeños valses, op. 25	6 pequeños valses, op. 25	0	True
i die screaming	i die screaming	0	True
à rebours	à rebours	0	True
i never thought	i never thought	0	True
x is c	x is c	0	True
6 einfache lieder, op. 9	6 einfache lieder, op. 9	0	True
3 lieder, op. 22	3 lieder, op. 22	0	True
4 shakespeare songs, op. 31	4 shakespeare songs, op. 31	0	True
5 lieder, op. 38	5 lieder, op. 38	0	True
4 gesänge, op. 2	4 gesänge, op. 2	0	True
4 lieder, op. 2	4 lieder, op. 2	0	True
à travers le bayou	à travers le bayou	0	True
i gotta be your man	i gotta be your man	0	True
i know this story	i know this story	0	True
i love l.a.	i love l.a.	0	True
i say we go	i say we go	0	True
i think he’s hiding	i think he’s hiding	0	True
i won't	i won't	0	True
i got over you	i got over you	0	True
5 klavierstücke, op. 3	5 klavierstücke, op. 3	0	True
i aften	i aften	0	True
fok ya'	fok ya	0	False
i object	i object	0	True
i offer you a name	i offer you a name	0	True
i see them	i see them	0	True
tonight on 'knights'	tonight on 'knights	0	False
i choose noise	i choose noise	0	True
i don't remember	i don't remember	0	True
i really hate that word	i really hate that word	0	True
i remember everything	i remember everything	0	True
new 'new tail'	new 'new tail	0	False
i don’t love you	i don’t love you	0	True
i wait for a ship	i wait for a ship	0	True
i am writing this letter	i am writing this letter	0	True
h in new england	h in new england	0	True
i don’t like pancakes	i don’t like pancakes	0	True
i put all that away	i put all that away	0	True
i will not forget you	i will not forget you	0	True
rollin' and tumblin'	rollin' and tumblin	0	False
froggie went a-courtin'	froggie went a-courtin	0	False
i hear a train a'rolling	i hear a train a'rolling	0	True
i shall be free	i shall be free	0	True
train a-travelin'	train a-travelin	0	False
i bin's ned	i bin's ned	0	True
i wanna be your lover	i wanna be your lover	0	True
i am a lonesome hobo	i am a lonesome hobo	0	True
i pity the poor immigrant	i pity the poor immigrant	0	True
i am a teenage prayer	i am a teenage prayer	0	True
i can't make it alone	i can't make it alone	0	True
i shall be released	i shall be released	0	True
i threw it all away	i threw it all away	0	True
i will love him	i will love him	0	True
2 x 2	2 x 2	0	True
den blindes pojk'	den blindes pojk	0	False
i contain multitudes	i contain multitudes	0	True
w szarych pętach dżdżu	w szarych pętach dżdżu	0	True
ο παλιάτσος κι ο ληστής	ο παλιάτσος κι ο ληστής	0	True
2 dollars and 99 cents	2 dollars and 99 cents	0	True
goin'	goin	0	True
i found my yellow basket	i found my yellow basket	0	True
rough ridin'	rough ridin	0	False
i want more	i want more	0	True
i like to riff	i like to riff	0	True
i get sentimental over nothing	i get sentimental over nothing	0	True
i believe to my soul	i believe to my soul	0	True
i got a sweetie	i got a sweetie	0	True
i got love	i got love	0	True
i got a break baby	i got a break baby	0	True
i got a woman	i got a woman	0	True
skidadidlin'	skidadidlin	0	False
i swung the election	i swung the election	0	True
4 a.m.	4 a.m.	0	True
d trane	d trane	0	True
i could never forget	i could never forget	0	True
tippin'	tippin	0	False
i didn’t know about you	i didn’t know about you	0	True
b d b	b d b	0	True
lightnin'	lightnin	0	False
misty mornin'	misty mornin	0	False
b sharp blues	b sharp blues	0	True
grievin'	grievin	0	False
i don't mind	i don't mind	0	True
i can hear my name	i can hear my name	0	True
i can't lose	i can't lose	0	True
i can’t explain	i can’t explain	0	True
i can’t let you go	i can’t let you go	0	True
i done got wise	i done got wise	0	True
i know the price	i know the price	0	True
i need you baby	i need you baby	0	True
i need you so bad	i need you so bad	0	True
i stay in the mood	i stay in the mood	0	True
i want to get married	i want to get married	0	True
i want you so bad	i want you so bad	0	True
my own fault, darlin'	my own fault, darlin	0	False
walkin' and cryin'	walkin' and cryin	0	False
whole lot of lovin'	whole lot of lovin	0	False
peek-a-booin'	peek-a-booin	0	False
i love new york	i love new york	0	True
4 minutes	4 minutes	0	True
i don't give a	i don't give a	0	True
i don’t search i find	i don’t search i find	0	True
i fucked up	i fucked up	0	True
i rise	i rise	0	True
i love you (call me)	i love you (call me)	0	True
i still can’t forget	i still can’t forget	0	True
d minor mint	d minor mint	0	True
à crédit et en stéreo	à crédit et en stéreo	0	True
aimlessly driftin'	aimlessly driftin	0	False
i can’t believe	i can’t believe	0	True
i do really love you	i do really love you	0	True
i got a booking	i got a booking	0	True
i still got the blues	i still got the blues	0	True
ô carole	ô carole	0	True
o rangutang	o rangutang	0	True
soul rockin'	soul rockin	0	False
b minor waltz (for ellaine)	b minor waltz (for ellaine)	0	True
g waltz	g waltz	0	True
i never talk to strangers	i never talk to strangers	0	True
w brzuchu wieloryba	w brzuchu wieloryba	0	True
w głębokim dole	w głębokim dole	0	True
w koloseum świata	w koloseum świata	0	True
i don’t wanna grow up	i don’t wanna grow up	0	True
cercando il cielo lassu'	cercando il cielo lassu	0	False
babylon i'm comin'	babylon i'm comin	0	False
i cavalli	i cavalli	0	True
i dolci inganni (alone again)	i dolci inganni (alone again)	0	True
i dolci inganni (end cast)	i dolci inganni (end cast)	0	True
i dolci inganni (m 4)	i dolci inganni (m 4)	0	True
i dolci inganni (the elevator)	i dolci inganni (the elevator)	0	True
i fratelli karamazov (aria classica)	i fratelli karamazov (aria classica)	0	True
i fratelli karamazov (armonium coro)	i fratelli karamazov (armonium coro)	0	True
i fratelli karamazov (classico mistico)	i fratelli karamazov (classico mistico)	0	True
i fratelli karamazov (coro chiesa)	i fratelli karamazov (coro chiesa)	0	True
i fratelli karamazov (corsa dimitri)	i fratelli karamazov (corsa dimitri)	0	True
i fratelli karamazov (danza)	i fratelli karamazov (danza)	0	True
i fratelli karamazov (estasi drammatica)	i fratelli karamazov (estasi drammatica)	0	True
i fratelli karamazov (finale)	i fratelli karamazov (finale)	0	True
i fratelli karamazov (fuga lijusa)	i fratelli karamazov (fuga lijusa)	0	True
i fratelli karamazov (furia)	i fratelli karamazov (furia)	0	True
i fratelli karamazov (la pietà)	i fratelli karamazov (la pietà)	0	True
i fratelli karamazov (momento tensivo)	i fratelli karamazov (momento tensivo)	0	True
i fratelli karamazov (nenia)	i fratelli karamazov (nenia)	0	True
i fratelli karamazov (psicologica lijusa)	i fratelli karamazov (psicologica lijusa)	0	True
i fratelli karamazov (stacco tensivo)	i fratelli karamazov (stacco tensivo)	0	True
i fratelli karamazov (tema d)	i fratelli karamazov (tema d)	0	True
i fratelli karamazov (tema ivan)	i fratelli karamazov (tema ivan)	0	True
i fratelli karamazov (tema parricida)	i fratelli karamazov (tema parricida)	0	True
i fratelli karamazov (tensione epica)	i fratelli karamazov (tensione epica)	0	True
i gemelli	i gemelli	0	True
i magliari - seq. 2	i magliari - seq. 2	0	True
i magliari - seq. 3	i magliari - seq. 3	0	True
i magliari - seq. 4	i magliari - seq. 4	0	True
i magliari - seq. 5	i magliari - seq. 5	0	True
i magliari - seq. 6	i magliari - seq. 6	0	True
i magliari - seq. 7	i magliari - seq. 7	0	True
i magliari - seq. 8	i magliari - seq. 8	0	True
i magliari - seq. 9	i magliari - seq. 9	0	True
i magliari - seq. 10	i magliari - seq. 10	0	True
i magliari - seq. 11	i magliari - seq. 11	0	True
i magliari - seq. 12	i magliari - seq. 12	0	True
i magliari - seq. 13	i magliari - seq. 13	0	True
i magliari - seq. 14	i magliari - seq. 14	0	True
i magliari - seq. 15	i magliari - seq. 15	0	True
i magliari - seq. 16	i magliari - seq. 16	0	True
i piani di cesare	i piani di cesare	0	True
i primi approcci	i primi approcci	0	True
i sabini	i sabini	0	True
i tre volti (titoli)	i tre volti (titoli)	0	True
i valzer imperiali	i valzer imperiali	0	True
t'aspettero'	t'aspettero	0	False
tema citta'	tema citta	0	False
viaggio con papa'	viaggio con papa	0	False
1 night	1 night	0	True
i can’t see new york	i can’t see new york	0	True
i i e e e	i i e e e	0	True
i won't cry for you	i won't cry for you	0	True
i only know	i only know	0	True
5 am greenwich mean time	5 am greenwich mean time	0	True
à chacun sa chanson	à chacun sa chanson	0	True
i forgot that love existed	i forgot that love existed	0	True
i shall sing	i shall sing	0	True
i wanna roo you	i wanna roo you	0	True
i paid the price	i paid the price	0	True
i am your child	i am your child	0	True
i dig new york	i dig new york	0	True
i don’t wanna know	i don’t wanna know	0	True
i gotta be bad	i gotta be bad	0	True
i haven’t changed the room	i haven’t changed the room	0	True
i hear her playing music	i hear her playing music	0	True
i let myself believe	i let myself believe	0	True
v dálkách	v dálkách	0	True
5 years	5 years	0	True
i go humble	i go humble	0	True
i like it rough	i like it rough	0	True
à tes seins	à tes seins	0	True
i love my parents	i love my parents	0	True
i dream of christmas	i dream of christmas	0	True
i wouldn’t need you	i wouldn’t need you	0	True
4 broken hearts	4 broken hearts	0	True
i just wanna dance	i just wanna dance	0	True
4 your eyez only	4 your eyez only	0	True
à ma femme	à ma femme	0	True
à ma fille	à ma fille	0	True
à ma manière	à ma manière	0	True
à point n’y touche	à point n’y touche	0	True
à tout jamais	à tout jamais	0	True
i la mi gah	i la mi gah	0	True
à propos de pommier	à propos de pommier	0	True
à t’regarder	à t’regarder	0	True
i dig you that way	i dig you that way	0	True
y por tanto (et pourtant)	y por tanto (et pourtant)	0	True
i drink	i drink	0	True
i can’t say a word	i can’t say a word	0	True
i love you baby	i love you baby	0	True
i love you, baby	i love you, baby	0	True
i really miss you	i really miss you	0	True
i can’t get over you	i can’t get over you	0	True
2 hearts	2 hearts	0	True
i vermiss’ di	i vermiss’ di	0	True
i forget	i forget	0	True
i x love	i x love	0	True
moanin'	moanin	0	False
strollin'	strollin	0	False
i finally found someone	i finally found someone	0	True
i hear you calling	i hear you calling	0	True
stockholm sweetnin'	stockholm sweetnin	0	False
wheelin' and dealin'	wheelin' and dealin	0	False
theme from 'the pawnbroker'	theme from 'the pawnbroker	0	False
à l’enterrement de mes illusions	à l’enterrement de mes illusions	0	True
i will say goodbye	i will say goodbye	0	True
i still see you	i still see you	0	True
o amor em paz	o amor em paz	0	True
o grande amor	o grande amor	0	True
o jardim abandonado	o jardim abandonado	0	True
o morro não tem vez	o morro não tem vez	0	True
o nosso amor	o nosso amor	0	True
o que tinha de ser	o que tinha de ser	0	True
e of s	e of s	0	True
i want to feel crazy	i want to feel crazy	0	True
ô ô sheriff	ô ô sheriff	0	True
i envisage	i envisage	0	True
i think i understand	i think i understand	0	True
bashin'	bashin	0	False
i promise to remember	i promise to remember	0	True
picnickin'	picnickin	0	False
prayer meetin'	prayer meetin	0	False
i am tough enough	i am tough enough	0	True
i believe anything's possible	i believe anything's possible	0	True
i belong to him	i belong to him	0	True
i built myself a life	i built myself a life	0	True
i can't watch you fight	i can't watch you fight	0	True
i coach you now	i coach you now	0	True
i want a meeting	i want a meeting	0	True
i will not abandon her	i will not abandon her	0	True
i won't shed a tear	i won't shed a tear	0	True
bumpin'	bumpin	0	False
finger pickin'	finger pickin	0	False
switchin'	switchin	0	False
f blues (tootsie)	f blues (tootsie)	0	True
b flat boogaloo	b flat boogaloo	0	True
i believe in miracles	i believe in miracles	0	True
i repent	i repent	0	True
ridin' but walkin'	ridin' but walkin	0	False
wringin' an' twistin'	wringin' an' twistin	0	False
b flat blues	b flat blues	0	True
i need someone like you	i need someone like you	0	True
wringing' and twistin'	wringing' and twistin	0	False
è finito tutto	è finito tutto	0	True
i can’t dance	i can’t dance	0	True
i cannot believe it’s true	i cannot believe it’s true	0	True
i don’t care anymore	i don’t care anymore	0	True
i don’t want to go	i don’t want to go	0	True
i missed again	i missed again	0	True
i told ya	i told ya	0	True
i can feel it	i can feel it	0	True
i like the way	i like the way	0	True
i hear angels	i hear angels	0	True
i keep callin’	i keep callin’	0	True
6 m's	6 m's	0	True
i love the girl	i love the girl	0	True
i know, don't know how	i know, don't know how	0	True
i new york	i new york	0	True
g bop	g bop	0	True
i wanna be yours	i wanna be yours	0	True
i can see the wind	i can see the wind	0	True
rainin'	rainin	0	False
i ain't mad at you	i ain't mad at you	0	True
i can’t be satisfied	i can’t be satisfied	0	True
i want you tonight	i want you tonight	0	True
i am dust	i am dust	0	True
i can’t breathe	i can’t breathe	0	True
i can’t stop	i can’t stop	0	True
i dream of wires	i dream of wires	0	True
i nearly married a human	i nearly married a human	0	True
i sing rain	i sing rain	0	True
i still remember	i still remember	0	True
i think, i love	i think, i love	0	True
i can’t go on	i can’t go on	0	True
i need your love	i need your love	0	True
i said baby	i said baby	0	True
y a rien d’aussi beau	y a rien d’aussi beau	0	True
à la claire fontaine	à la claire fontaine	0	True
chanson surréaliste 'i'	chanson surréaliste 'i	0	False
y a un bon dieu	y a un bon dieu	0	True
eleganza e mondanita'	eleganza e mondanita	0	False
i soliti ignoti	i soliti ignoti	0	True
o dolci baci	o dolci baci	0	True
maternita'	maternita	0	False
samba mah na'	samba mah na	0	False
i get so weary	i get so weary	0	True
i wanna see my baby	i wanna see my baby	0	True
3 cm	3 cm	0	True
5 years war	5 years war	0	True
einstein groovin'	einstein groovin	0	False
f refrain	f refrain	0	True
i can't be cool	i can't be cool	0	True
i recommend instincts	i recommend instincts	0	True
律 ＜りつ＞ 大河ドラマ紀行	律 ＜りつ＞ 大河ドラマ紀行	0	True
操 ＜みさお＞	操 ＜みさお＞	0	True
蜂 (’92 avon tv‐cm)	蜂 (’92 avon tv‐cm)	0	True
豹 (’92 avon tv‐cm)	豹 (’92 avon tv‐cm)	0	True
i want you for myself	i want you for myself	0	True
y no llegastes a quererme	y no llegastes a quererme	0	True
o come, all ye faithful	o come, all ye faithful	0	True
i dreamed about elvis	i dreamed about elvis	0	True
i gotta move	i gotta move	0	True
i am a laser	i am a laser	0	True
i can’t give everything away	i can’t give everything away	0	True
i dig everything	i dig everything	0	True
i pray, olé	i pray, olé	0	True
i want my baby back	i want my baby back	0	True
i can’t read	i can’t read	0	True
i am a scientist	i am a scientist	0	True
i walk the line	i walk the line	0	True
i came to believe	i came to believe	0	True
i got stripes	i got stripes	0	True
i still miss someone	i still miss someone	0	True
i call him	i call him	0	True
i got shoes	i got shoes	0	True
i love you tonite	i love you tonite	0	True
i walk the line (revisited)	i walk the line (revisited)	0	True
i am a child	i am a child	0	True
i got a problem	i got a problem	0	True
i ain’t got the blues	i ain’t got the blues	0	True
u want me	u want me	0	True
👁 no	👁 no	0	True
2 the wire (creamy instrumental)	2 the wire (creamy instrumental)	0	True
2 whom it may concern	2 whom it may concern	0	True
2 y. 2 d.	2 y. 2 d.	0	True
3 chains o’ gold	3 chains o’ gold	0	True
4 lust	4 lust	0	True
i can’t love u anymore	i can’t love u anymore	0	True
i don’t wanna leave you	i don’t wanna leave you	0	True
i don’t wanna stop	i don’t wanna stop	0	True
i guess i’m crazy	i guess i’m crazy	0	True
i ha di gärn gha	i ha di gärn gha	0	True
i love u in me	i love u in me	0	True
i need a man	i need a man	0	True
i rock, therefore i am	i rock, therefore i am	0	True
i wanna melt with u	i wanna melt with u	0	True
i wish u heaven	i wish u heaven	0	True
i wonder u	i wonder u	0	True
i would die 4 u	i would die 4 u	0	True
p control	p control	0	True
q in doubt	q in doubt	0	True
u got the look	u got the look	0	True
u gotta shake something	u gotta shake something	0	True
u just can’t stop	u just can’t stop	0	True
u know	u know	0	True
u make my sun shine	u make my sun shine	0	True
u will b	u will b	0	True
i got over it	i got over it	0	True
i hear your voice	i hear your voice	0	True
i remember u	i remember u	0	True
i want u	i want u	0	True
i am a wicked child	i am a wicked child	0	True
i am citizen insane	i am citizen insane	0	True
i froze up	i froze up	0	True
i hate the kirbys	i hate the kirbys	0	True
i can’t stand it	i can’t stand it	0	True
i am yours	i am yours	0	True
i looked away	i looked away	0	True
x mode	x mode	0	True
i am your robot	i am your robot	0	True
i cry at night	i cry at night	0	True
i don't have a day	i don't have a day	0	True
i know the truth	i know the truth	0	True
i mean business	i mean business	0	True
i never knew her name	i never knew her name	0	True
i stop and i breathe	i stop and i breathe	0	True
i want love	i want love	0	True
o relatório a chegar	o relatório a chegar	0	True
2 man show	2 man show	0	True
i don't feel like dancin'	i don't feel like dancin	0	False
i fall apart	i fall apart	0	True
i should have sent roses	i should have sent roses	0	True
i don't wanna face it	i don't wanna face it	0	True
i found out	i found out	0	True
i know (i know)	i know (i know)	0	True
i can see you	i can see you	0	True
i did something bad	i did something bad	0	True
i don’t wanna live forever	i don’t wanna live forever	0	True
i forgot that you existed	i forgot that you existed	0	True
i hate it here	i hate it here	0	True
i knew you were trouble.	i knew you were trouble.	0	True
i know places	i know places	0	True
i look in people’s windows	i look in people’s windows	0	True
i think he knows	i think he knows	0	True
i don’t live today	i don’t live today	0	True
à blue bayou	à blue bayou	0	True
i guess i'm lonely	i guess i'm lonely	0	True
i ain’t got nobody	i ain’t got nobody	0	True
i don’t want your money	i don’t want your money	0	True
i got a letter	i got a letter	0	True
i lost a good girl	i lost a good girl	0	True
i need some money	i need some money	0	True
i rowed a little boat	i rowed a little boat	0	True
i tried hard	i tried hard	0	True
i wanna walk	i wanna walk	0	True
